name,Lat,Long,fclass
Miami-Dade Community College Preschool Laboratory,25.7703771,-80.2439384,school
Westview Christian School,25.7634329,-80.2078261,school
Williams Private School,25.7634329,-80.2181041,school
West Flagler Day Care,25.7712105,-80.2908841,school
Wee Lads and Lassies Preschool,25.7767657,-80.2150485,school
Sunny Day School,25.7878764,-80.2200486,school
Shores Academy for the Gifted,25.8489852,-80.1747691,school
Saint Faiths Episcopal School,25.7642661,-80.1956034,school
Saint Francis Xavier School,25.778187,-80.2246253,school
Pratts Kindergarten,25.8267639,-80.2039369,school
Mueller Christian School,25.8073201,-80.2247709,school
Johnsons Toddlers University,25.8309305,-80.2192151,school
Jacksons Toddle Inn,25.8198196,-80.2025479,school
Hope Preschool,25.7906541,-80.2261599,school
Hope Center,25.7698215,-80.2219932,school
Mary Immaculate Academy,25.8059314,-80.2344935,school
Learning School Number Two,25.7989871,-80.2150484,school
La Luz School,25.7725992,-80.2164375,school
Debbie School,25.7642662,-80.2150485,school
Continental Military Institute,25.7712105,-80.2969954,school
YWCA Child Care Center,25.7948569,-80.1900749,school
Learning Experience School,25.7239898,-80.255328,school
Its A Small World Preschool,25.7531555,-80.2372716,school
DaVinci Institute,25.7656551,-80.2400494,school
Childrens Development Center,25.7725992,-80.248383,school
Freedom Christian Academy,25.7656552,-80.2706058,school
Coral Park Day School/Kindergarten,25.7545443,-80.2344937,school
Concord Christian Academy,25.7781546,-80.2539387,school
Saint Hugh Church and School,25.7234343,-80.2472721,school
Dinner Key Picnic Islands,25.7249958,-80.2316892,park
Douglas Mini Park,25.7392671,-80.2294936,park
Lincoln Park,25.7342673,-80.2408829,park
Coconut Grove Mini Park,25.7276008,-80.248661,park
Miami Private School,25.7412114,-80.2464387,school
Ransom Everglades Middle School,25.7387115,-80.2294936,school
Vanguard School,25.7184345,-80.2517167,school
Grapeland Heights Park,25.7206567,-80.2569946,park
Shepherd School,25.7767657,-80.2233821,school
WOCN-AM (Miami),25.8397662,-80.1890957,tower
Radio Tower - shared,25.7432421,-80.1531833,tower
WCMQ-FM (Hialeah),25.7750522,-80.1884263,tower
WEDR-FM (Miami),25.8092646,-80.2208819,tower
WZTA-FM (Miami Beach),25.775099,-80.1883809,tower
Merritt Junior High School,25.7700992,-80.2050482,school
Vann Academy,25.7758333,-80.2077778,school
Vann Academy II,25.7761111,-80.2080556,school
Victory Homes Head Start,25.8432455,-80.2055605,school
West End Park Preschool,25.7686111,-80.2933333,school
Unification Academy for Learning West,25.8188889,-80.2111111,school
Tri Preschool,25.7877778,-80.2111111,school
Trinity International University,25.7733333,-80.195,school
Tamiami United Methodist Church Elementary School,25.7661111,-80.2180556,school
Southside Elementary School,25.7616667,-80.1941667,school
Sunflowers Academy,25.7661111,-80.2411111,school
School of Choice,25.7891667,-80.19,school
Small People Academy,25.8519444,-80.195,school
Rosa Parks Community School-Overton,25.7819444,-80.2022222,school
Saint Mary's Cathedral School,25.8430556,-80.2,school
Saint Matthew's Lutheran School,25.7661111,-80.2361111,school
Saint Michael the Archangel School,25.775,-80.2419444,school
Saint Stephen's Episcopal School,25.7280556,-80.2430556,school
Saints Peter and Paul School,25.76,-80.2130556,school
Plymouth Preschool of Plymouth Congregational Church,25.7222222,-80.2483333,school
Orchard Villa Headstart,25.8277778,-80.2186111,school
Our Lady of Fatima Academy,25.7502778,-80.2438889,school
New World School of the Arts,25.7772222,-80.1911111,school
New World School of the Arts,25.7761111,-80.1936111,school
Nance School,25.7697222,-80.2552778,school
Miami Dade Community College Interamerican Center,25.765425,-80.2392696,school
Miami Dade Community College Mitchel Wolfson Campus,25.7766667,-80.1908333,school
Miami Jackson Adult School,25.81,-80.225,school
Miami Lakes Educational Center,25.838584,-80.2147243,school
Miami Northwestern Adult School,25.8386083,-80.2147206,school
Little Shaver Number 1 Jose Marti School,25.7558333,-80.2380556,school
Mater Academy East Campus,25.7694444,-80.2011111,school
Maya Angelou Elementary School,25.805,-80.2263889,school
Lincoln Marti Schools,25.7727778,-80.21,school
Lincoln Marti Schools,25.7644444,-80.2330556,school
Lincoln Marti Schools,25.7633333,-80.2388889,school
Lincoln-Marti School,25.7731039,-80.2100557,school
Lincoln-Marti School 10th Campus,25.7811111,-80.2311111,school
Lincoln-Marti School 11th Campus,25.7730581,-80.2100232,school
Lincoln-Marti School 1st Campus,25.7638889,-80.2330556,school
Lincoln-Marti School 3rd Campus,25.7630556,-80.2380556,school
Lincoln-Marti School 5th Campus,25.7711111,-80.22,school
Lincoln-Marti School 8th Campus,25.7869444,-80.2211111,school
Lincoln-Marti School 9th Campus,25.8329495,-80.1886262,school
Linda Ray Head Start,25.7894364,-80.2080849,school
Little Havana 2nd Campus,25.7730556,-80.21,school
Jose Marti School 1st Campus,25.7561111,-80.2380556,school
Jose Marti School 2nd Campus,25.7619444,-80.2388889,school
Jose Marti School 3rd Campus,25.7561111,-80.2469444,school
Kensington Primary School,25.7822222,-80.2438889,school
ICA Learning Center of America,25.7720992,-80.2526692,school
Grapeland Park Preschool,25.7883333,-80.2561111,school
Greater Bethel Head Start,25.7816667,-80.1986111,school
Gibson Charter School,25.7263889,-80.2519444,school
English Center Head Start,25.7388889,-80.2511111,school
District Instructional Center A,25.7894466,-80.1897315,school
District Instructional Center B,25.7894184,-80.1896452,school
District Instructional Center C,25.7891909,-80.1897209,school
District Instructional Center D,25.7891667,-80.1897222,school
District Instructional Center J,25.7894217,-80.1896777,school
District Instructional Center K,25.7894249,-80.1897066,school
District Instructional Center L,25.7894444,-80.1894444,school
District Instructional Center M,25.79,-80.1894444,school
District Instructional Center N,25.7897222,-80.19,school
District Instructional Center O,25.7949771,-80.207834,school
Downtown Miami Charter School,25.7947222,-80.2038889,school
Easter Seal Society School,25.7883333,-80.2202778,school
Ebenezer Christian Academy,25.8130556,-80.1988889,school
Dade Marine Institute,25.7891667,-80.1894444,school
District Instructional Center 15,25.8377778,-80.2152778,school
District Instructional Center 16,25.8383333,-80.2161193,school
Culmer Place Head Start,25.7833333,-80.205,school
Coconout Grove Elementary Head Start,25.7288889,-80.2436111,school
Centervilla Kindergarten,25.8288889,-80.2247222,school
Brickell Christian School,25.7677154,-80.1899512,school
Brito Miami Private School,25.7408333,-80.2461111,school
Bryan Cares Preschool,25.7233333,-80.2466667,school
Belafonte Tacolcy Ceenter Preschool,25.8319444,-80.2111111,school
Aspira Eugenio Maria De Hostos School,25.8108333,-80.1961111,school
Aurora Academy,25.7352778,-80.2472222,school
Academy of Arts and Minds School,25.7270884,-80.2444512,school
Aleida's Nursery School,25.775,-80.2691667,school
Alpha Academy,25.8338893,-80.1999919,school
Applied Technology School,25.7888889,-80.1916667,school
MIUAD,25.789625,-80.188899,school
Allapattah Post Office,25.802361,-80.225368,post_office
Coconut Grove Post Office,25.72821,-80.245198,post_office
Jose Marti Post Office,25.776788,-80.238775,post_office
Little River Post Office,25.85198,-80.194738,post_office
Terry's Day Nursery,25.7716667,-80.2227778,kindergarten
Saint Agnes Rainbow Village Family Development Center,25.7952778,-80.2011111,kindergarten
Saint Albans Day Nursery Number 3,25.7263889,-80.2483333,kindergarten
Ranson Everglades Children's Center,25.7258333,-80.2447222,kindergarten
Rainbow Village Family Development Center,25.795,-80.2011111,kindergarten
Revival Center Childcare,25.8355791,-80.2231566,kindergarten
Kids Klub International,25.8488889,-80.1830556,kindergarten
La Premiere Ecole,25.7502778,-80.2358333,kindergarten
Jesca V Culmer Park Early Childhood Center,25.7903222,-80.2001071,kindergarten
Kidco Learning Center,25.8111111,-80.19,kindergarten
Kiddie Academy,25.8516667,-80.1938889,kindergarten
Jackson Infant-Toddler Center,25.7894444,-80.215,kindergarten
Brickell Children's Center,25.7625,-80.1983333,kindergarten
Cherish Child Center,25.8186281,-80.1995079,kindergarten
Allapattah Wynwood Jardin Infantile,25.789823,-80.221735,kindergarten
Beth David Day School and Early Childhood Education Center,25.7538889,-80.2080556,kindergarten
Beth David Early Childhood Center,25.7552778,-80.2083333,kindergarten
Miami Fire College,25.7272082,-80.2575561,school
Latin Quarter Cultural Center of Miami,25.765566,-80.219218,arts_centre
Miami Dade Cultural Center,25.7744652,-80.1964202,arts_centre
Coral Gables International Art Center,25.763864,-80.284283,arts_centre
Miami-Dade County Courthouse Number 4,25.7763889,-80.1977778,courthouse
80th Terrace Health Center,25.8486111,-80.1902778,doctors
Downtown Family Health Center,25.7869444,-80.2175,doctors
Miami Fire / Rescue Station 4,25.763063,-80.1969782,fire_station
Miami Fire / Rescue Department Support Service Division,25.780652,-80.2142474,fire_station
Miami Fire / Rescue Station 6,25.8103083,-80.2078653,fire_station
Miami Fire / Rescue Station 7,25.7688408,-80.235005,fire_station
Miami Fire / Rescue Station 8,25.7301748,-80.2412232,fire_station
Miami Fire / Rescue Station 9,25.8330092,-80.1946316,fire_station
Seaport / Port of Miami Fire Department Station 39,25.7748819,-80.169651,fire_station
Miami Fire / Rescue Station 11,25.7704397,-80.2921425,fire_station
Miami Fire / Rescue Station 12,25.8174323,-80.2206114,fire_station
Miami Fire / Rescue Station 2,25.7941252,-80.1944929,fire_station
Miami Fire and Rescue Training Center,25.7267676,-80.2569946,fire_station
Saint Agnes Day Care Center,25.7930556,-80.2011111,kindergarten
Saint Agnes Day Care Center,25.7919444,-80.2,kindergarten
Sagrada Familia Child Care Center,25.7727778,-80.2094444,kindergarten
Saint Joseph's Child Care Center,25.7422222,-80.2177778,kindergarten
Saint Johns Tot Center Day Care Center,25.7872222,-80.2,kindergarten
Rodriguez Day Care Center,25.7594444,-80.2202778,kindergarten
Rainbow Little Havana Day Care Center,25.7661111,-80.2061111,kindergarten
Rainbow Day Care Center,25.7661111,-80.2058333,kindergarten
Sunny Day Care Center,25.7875,-80.2491667,kindergarten
Special Needs Day Care Center,25.7892374,-80.2089138,kindergarten
Stafford Day Care Center,25.845,-80.1902778,kindergarten
Sunflowers Day Care Center,25.7727778,-80.2252778,kindergarten
Snow White Day Care Center,25.7702778,-80.2625,kindergarten
Sheyes of Miami Young Achievers Nursery and Day Care Center,25.8311111,-80.2069444,kindergarten
Sheyes Young Achiever Day Care Center,25.8308333,-80.2075,kindergarten
Town Park Day Care Center,25.7916667,-80.2038889,kindergarten
Tamiami United Methodist Day Care Center,25.7663889,-80.2177778,kindergarten
Super Kids Christian Day Care Center,25.8252778,-80.1902778,kindergarten
Super Kids Day Care Center,25.7710947,-80.2800005,kindergarten
The Candy House Day Care Center,25.7675,-80.2216667,kindergarten
The Angels Place Day Care Center,25.7436111,-80.2461111,kindergarten
Tender Loving Christian Day Care Center,25.8505556,-80.1961111,kindergarten
Taylor Day Care Center,25.7269128,-80.2513779,kindergarten
World of Children Day Care Center,25.7269066,-80.2511853,kindergarten
University of Miami Debbie Institute Day Care Center,25.79,-80.215,kindergarten
Village Fresh Start Day Care Center,25.8058333,-80.1877778,kindergarten
YWCA Cain Towers Child Care Center,25.7788889,-80.1902778,kindergarten
Westbrook Day Care Center,25.7288889,-80.2538889,kindergarten
United Cerebral Palsy Association of Miami Day Care Center,25.7875338,-80.2191607,kindergarten
The New Generation Day Care Center,25.7711078,-80.2800031,kindergarten
The Pumpkin Share Day Care Center,25.7794444,-80.2475,kindergarten
Kid's USA Child Care Center,25.7708333,-80.2938889,kindergarten
Lindsey Hopkins Child Care Center,25.795,-80.2080556,kindergarten
Lemon City Park Day Care Center,25.8286111,-80.1952778,kindergarten
Lemon City Day Care Center,25.8288889,-80.195,kindergarten
McDonald's Playworld of Knowledge Day Care Center,25.8341667,-80.2002778,kindergarten
Marks Day Care Center,25.7958333,-80.2025,kindergarten
Mi Casita Day Care Center,25.7720197,-80.2526269,kindergarten
Little River Baptist Day Care Center,25.8452778,-80.2052778,kindergarten
My Kids Christian Day Care Center,25.8463889,-80.1902778,kindergarten
Moore Park Day Care Center,25.81,-80.2097222,kindergarten
Mickey and Minnie Day Care Number 2,25.7372222,-80.2475,kindergarten
Migdalia Valdes Family Day Care Center,25.7738889,-80.2702778,kindergarten
New Sunrise Day Care Center,25.7611111,-80.2547222,kindergarten
Our Little Ones Day Care Center,25.8297222,-80.1977778,kindergarten
Notre Dame Day Care Center,25.8323335,-80.1934424,kindergarten
Petrona Spoto Family Day Care Center,25.7686111,-80.2727778,kindergarten
Renacer Day Care Center,25.7625,-80.1991667,kindergarten
Centro Mater Day Care Center,25.77,-80.2011111,kindergarten
Child Care Laboratory,25.7388904,-80.2510851,kindergarten
Childrens World Day Care Center,25.8225,-80.2,kindergarten
Church of Living God Day Care Center,25.7888889,-80.1988889,kindergarten
Elizabeth E Curtis Child Care Center,25.815,-80.2158333,kindergarten
Elisa Lopez Family Day Care Center,25.8511111,-80.1758333,kindergarten
Daycare at Belafonte Tacolcy Center,25.8319444,-80.2113889,kindergarten
Elsa Talero Family Day Care Home,25.77,-80.2669444,kindergarten
Deas Day Care Center,25.7958357,-80.2023927,kindergarten
Discovery Years Child Care Center,25.7672222,-80.2880556,kindergarten
Elvira Paulin Family Day Care Center,25.7761111,-80.2772222,kindergarten
Eaton Park Day Care Center,25.8316667,-80.1872222,kindergarten
Downtown Toddler Club Day Care Center,25.7736111,-80.1872222,kindergarten
Duharts Day Care Center,25.8266667,-80.2083333,kindergarten
Ebenezer Day Care Center,25.7686111,-80.2625,kindergarten
Happy Children's Day Care Center,25.8486111,-80.1833333,kindergarten
Gingerbread House Day Care Center,25.7713889,-80.2286111,kindergarten
Flowers Day Care Center,25.82,-80.1983333,kindergarten
First Spanish United Presbyterian Church Day Care Center,25.7794444,-80.2366667,kindergarten
Gladys Molina Family Day Care Center,25.7641667,-80.2175,kindergarten
Gudelia Moreira Family Day Care Center,25.7688889,-80.3063889,kindergarten
Jackson Day Care Center,25.8119444,-80.2211111,kindergarten
Jesca - Liberty Square Child Care Center,25.833481,-80.2211688,kindergarten
International Jose Marti YMCA Day Care Center,25.7688889,-80.2211111,kindergarten
Kidco Child Care Center Number 3,25.8108333,-80.1922222,kindergarten
Holy Comforter Day Care Center,25.7613889,-80.1961111,kindergarten
Kiddie Kingdom Child Care Center,25.7897222,-80.2177778,kindergarten
Las Americas Day Care Center,25.7638889,-80.2522222,kindergarten
Culmer-Overtown Library,25.7863162,-80.2012591,library
Grapeland Heights Library,25.7868816,-80.256491,library
Hispanic Library,25.7719444,-80.2308333,library
Allapattah Branch Library,25.808751,-80.2256375,library
Civic Center Library Kiosk,25.7868988,-80.2170582,library
Aurora Medina Family Day Care Home,25.7580556,-80.2513889,kindergarten
Ball of Fire Paradise Day Care Center,25.8147222,-80.1997222,kindergarten
Carol Glasman Donaldson Child Care Center,25.7769444,-80.1961111,kindergarten
Cedarail Child Care Center,25.7875,-80.215,kindergarten
Bola Child Care and Learning Center,25.8477778,-80.1952778,kindergarten
Calvary Baptist Church Day Care Center,25.7705556,-80.2233333,kindergarten
Canaan Child Development Center,25.845,-80.1844444,kindergarten
Abc Day Care Center Number 1,25.8361111,-80.2011111,kindergarten
Allapattah Child Care Center,25.7919444,-80.2330556,kindergarten
Aleida Martinez Family Day Care Center,25.7688889,-80.2683333,kindergarten
Ame Activities Kiddie Ranch Day Care Center,25.7869444,-80.2372222,kindergarten
West Flagler Branch Library,25.7709771,-80.2774048,library
Porta Kiosk Library,25.7930556,-80.2161111,library
Flagler Memorial Library,25.7923206,-80.1858807,library
Miami - Dade Community College Wolfson Campus Library,25.77763,-80.190991,library
Miami - Dade County Law Library,25.774614,-80.195198,library
Miami Omni Police Station,25.7894444,-80.1883333,police
Miami Overtown Police Station,25.7890267,-80.2001859,police
Miami Upper Eastside Police Station,25.8358333,-80.1844444,police
Miami Bayside Police Mini Station,25.7172222,-80.2458333,police
Miami Alapattah Police Station,25.795,-80.2266667,police
Miami East Havana Network Police Station,25.7722222,-80.2027778,police
Miami Downtown Police Station,25.7824952,-80.1952979,police
Miami North Police Station,25.8316667,-80.2136111,police
Miami Flagami Network Police Station,25.7825,-80.2594444,police
Miami Edgewater Police Mini Station,25.8002778,-80.1897222,police
Miami Southwest Coconut Grove Network Police Station,25.7313889,-80.2547222,police
Miami Police Department - Little Haiti NET,25.8396112,-80.2038722,police
Miami Police Department - Canine Unit,25.7820214,-80.1943926,police
Miami Police Department West Flagler NET,25.7713593,-80.266593,police
Miami Police Department Little Havana NET,25.7746214,-80.2159402,police
Miami Police Department - NET,25.7788741,-80.1875073,police
Miami - Dade County Police - Court Liaison,25.7858081,-80.2169223,police
Miami - Dade County Police Department,25.7735287,-80.1965253,police
Miami - Dade County Police Department,25.8486052,-80.1664246,police
Miami Police Department,25.72828,-80.23449,police
Miami Police Department - Internal Affairs,25.7783469,-80.1982989,police
Miami Police Department - Administration,25.7780973,-80.1983065,police
Miami - Dade School Police Department,25.8315444,-80.1999736,police
Miami - Dade County Police Department,25.7746004,-80.1950077,police
Miami Police Department - Investigations,25.7782221,-80.1983027,police
Coconut Grove Playhouse,25.7260174,-80.244975,theatre
Dade County Auditorium,25.7772222,-80.2361111,theatre
YWCA Downtown Playhouse,25.7761859,-80.1911182,theatre
Miami - Dade County Jury Pool - Criminal,25.7857936,-80.2165729,courthouse
Allapattah YMCA Kinder Kamp Development Center,25.7988889,-80.2233333,sports_centre
Carver YMCA Early Childhood Development Center,25.8397222,-80.2033333,sports_centre
Floridean Nursing Home,25.7722222,-80.2491667,nursing_home
YMCA,25.7688889,-80.2219444,sports_centre
YWCA Citrus Grove,25.7780909,-80.2309875,sports_centre
Latin American Art Museum,25.7647222,-80.2311111,museum
Museum of the Americas,25.765691,-80.207946,museum
First Watch,25.7783236,-80.2903704,restaurant
The Grove Spot,25.7293281,-80.2417677,bar
GreenStreet,25.7267352,-80.2439936,cafe
Barracuda,25.7277623,-80.2432161,bar
El Cartel Colombian Restaurant,25.772604,-80.191904,restaurant
Wok Town,25.77284,-80.191796,restaurant
Olympia Theater at Gusman Center,25.7741039,-80.1904762,theatre
Giardino Gourmet Salads,25.7743016,-80.1905632,restaurant
New York Bagel Deli,25.7743481,-80.1909595,restaurant
Walgreens,25.7741593,-80.1888305,pharmacy
CVS Pharmacy,25.7727726,-80.1890987,pharmacy
Subway,25.7728693,-80.1887822,fast_food
Pollo Tropical,25.7733548,-80.1882807,fast_food
Starbucks,25.7733161,-80.1891993,cafe
Pizza Hut,25.7733596,-80.1891523,restaurant
Iron Sushi,25.7732304,-80.1891738,restaurant
Tre Italian Bistro,25.7741905,-80.1890611,restaurant
Camila's Restaurante Brasileiro,25.7727393,-80.1916754,restaurant
Sushi Sake,25.7665364,-80.1986243,restaurant
Subway,25.7665364,-80.1985331,fast_food
Munchies at Brickell,25.7660195,-80.1985009,fast_food
Chick'n Grill,25.7660147,-80.1985867,restaurant
Lemur Encounter,25.7865085,-80.174973,attraction
Gigant Tortoise,25.7856261,-80.174047,attraction
Guest Relations,25.7851268,-80.1739241,tourist_info
Primates,25.7867974,-80.1747762,attraction
Flamingo Encounter,25.786732,-80.1743203,attraction
Gift Shop,25.7853875,-80.1740642,gift_shop
Loft Sofa - Modern Furniture Store,25.8006545,-80.189224,market_place
Versailles Restaurant,25.7649886,-80.2527677,restaurant
General Antonio Macro memorial,25.7641671,-80.2164168,monument
Madonna Statue,25.7651925,-80.2164463,monument
Jose Marti Memorial,25.7644075,-80.2164289,monument
Eternal Torch,25.7656394,-80.2164663,monument
3 Chefs Chinese & Vietnamese Food,25.7938833,-80.1891917,restaurant
Artspace CityLoftArt,25.7989064,-80.1893025,artwork
La Provence French Bakery,25.7990127,-80.1893186,cafe
ArtSpace CityLoftArt,25.7988475,-80.1893025,memorial
Hooters,25.7784559,-80.1863219,restaurant
Bubba Gump Shrimp Company,25.7783245,-80.1870173,restaurant
La Bottega,25.7942149,-80.1866129,cafe
Avis,25.7726887,-80.1920696,car_rental
The Cheesecake Factory,25.7282862,-80.2423982,restaurant
Monty's,25.7321159,-80.2324358,restaurant
Bank of America,25.7672088,-80.1900151,atm
7-Eleven,25.7753719,-80.188012,convenience
CVS Pharmacy,25.7763999,-80.1882724,pharmacy
Tour Boat Boarding,25.7782099,-80.1861767,attraction
Nido Caffe,25.8423543,-80.1841066,restaurant
Starbucks,25.8386101,-80.1840387,cafe
Subway,25.8385401,-80.1840837,fast_food
Kwik Shop,25.8327549,-80.1871658,convenience
The UPS Store,25.8384787,-80.1840804,post_office
CRM Jewelers,25.7750632,-80.1925459,jeweller
Grove Bay Grill,25.728742,-80.2333947,bar
Ludo's,25.727294,-80.2428835,restaurant
Lokal Burgers and Beer,25.7277588,-80.2450623,restaurant
Focaccia Bistro,25.7282289,-80.2437628,restaurant
El Shaddai Skincare Day Spa,25.7639185,-80.2854811,beauty_shop
Bank of America,25.7281863,-80.2457631,bank
CocoWalk,25.7286438,-80.2420384,mall
Panorama Restaurant & Sky Lounge,25.7276463,-80.241296,restaurant
PYDOT - Web hosting,25.7901905,-80.1857491,computer_shop
Miami Spine & Posture Clinic,25.7341594,-80.2568944,clinic
Domino's,25.7658937,-80.2209448,fast_food
Mary's Cafeteria,25.744414,-80.238208,cafe
Akashi Japanese Restaurant,25.727493,-80.243396,restaurant
Quiznos,25.746372,-80.2219991,fast_food
The District Miami,25.8177356,-80.1917201,restaurant
Kush Wynwood,25.795788,-80.1947028,bar
Panther Coffee,25.799897,-80.1992545,cafe
Ironflower Fitness,25.842294,-80.1846303,sports_centre
Chase,25.7716139,-80.2558582,bank
La Moon,25.7664378,-80.1951584,restaurant
Starbucks,25.7769151,-80.1850705,cafe
Gap,25.7788087,-80.1864492,clothes
Subway,25.8000129,-80.1893567,fast_food
Dunkin',25.8235576,-80.1873359,fast_food
Ace Hardware,25.7650538,-80.1976261,doityourself
Sykes Ace Hardware,25.8474203,-80.190941,doityourself
Sushi Siam,25.7649069,-80.1906508,restaurant
Au Bon Pain,25.763731,-80.1889474,fast_food
Smoothie King,25.7639802,-80.1933692,fast_food
Sabor Tropical Supermarket,25.8482005,-80.1870647,supermarket
Starbucks,25.7651905,-80.1930941,cafe
P.F. Chang's,25.7653459,-80.1931002,restaurant
Blue Collar,25.8377136,-80.1844076,restaurant
Subway,25.8493618,-80.1858,fast_food
East Side Pizza,25.8482387,-80.1819942,restaurant
Zak the Baker,25.8014809,-80.2020516,bakery
